"name","taxon","phylum","source"
"Christensenella minuta","626937","Firmicutes","Lagier_2016"
"Christensenella timonensis","1816678","Firmicutes","Lagier_2016"
"Chromohalobacter japonicus","223900","Proteobacteria","Lagier_2016"
"Chryseobacterium gleum","250","Bacteroidetes","Lagier_2016"
"Chryseobacterium indologenes","253","Bacteroidetes","Lagier_2016"
"Citrobacter amalonaticus","35703","Proteobacteria","Lagier_2016"
"Citrobacter braakii","57706","Proteobacteria","Lagier_2016"
"Citrobacter farmeri","67824","Proteobacteria","Lagier_2016"
"Citrobacter freundii","546","Proteobacteria","Lagier_2016"
"Citrobacter gillenii","67828","Proteobacteria","Lagier_2016"
"Citrobacter koseri","545","Proteobacteria","Lagier_2016"
"Citrobacter murliniae","67829","Proteobacteria","Lagier_2016"
"Citrobacter sedlakii","67826","Proteobacteria","Lagier_2016"
"Citrobacter youngae","133448","Proteobacteria","Lagier_2016"
"Cloacibacillus porcorum","1197717","Synergistetes","Lagier_2016"
"Clostridium aerotolerans","36832","Firmicutes","Lagier_2016"
"Clostridium aldenense","358742","Firmicutes","Lagier_2016"
"Clostridium amazonitimonense","1499689","Firmicutes","Lagier_2016"
"Clostridium aminovalericum","1527","Firmicutes","Lagier_2016"
"Clostridium amygdalinum","253257","Firmicutes","Lagier_2016"
"Clostridium amylolyticum","1121298","Firmicutes","Lagier_2016"
"Clostridium baratii","1561","Firmicutes","Lagier_2016"
"Clostridium bartlettii","261299","Firmicutes","Lagier_2016"
"Clostridium beduini",NA,"Firmicutes","Lagier_2016"
"Clostridium beijerinckii","1520","Firmicutes","Lagier_2016"
"Clostridium bifermentans","1490","Firmicutes","Lagier_2016"
"Clostridium bolteae","208479","Firmicutes","Lagier_2016"
"Clostridium botulinum","1491","Firmicutes","Lagier_2016"
"Clostridium butyricum","1492","Firmicutes","Lagier_2016"
"Clostridium cadaveris","1529","Firmicutes","Lagier_2016"
"Clostridium carboxidivorans","217159","Firmicutes","Lagier_2016"
"Clostridium celerecrescens","29354","Firmicutes","Lagier_2016"
"Clostridium citroniae","358743","Firmicutes","Lagier_2016"
"Clostridium clostridioforme","1531","Firmicutes","Lagier_2016"
"Clostridium cochlearium","1494","Firmicutes","Lagier_2016"
"Clostridium culturomicsense",NA,"Firmicutes","Lagier_2016"
"Clostridium dakarense","1301100","Firmicutes","Lagier_2016"
"Clostridium difficile","1496","Firmicutes","Lagier_2016"
"Clostridium diolis","223919","Firmicutes","Lagier_2016"
"Clostridium disporicum","84024","Firmicutes","Lagier_2016"
"Clostridium glycolicum","36841","Firmicutes","Lagier_2016"
"Clostridium glycyrrhizinilyticum","342942","Firmicutes","Lagier_2016"
"Clostridium hathewayi","154046","Firmicutes","Lagier_2016"
"Clostridium histolyticum","1498","Firmicutes","Lagier_2016"
"Clostridium hylemonae","89153","Firmicutes","Lagier_2016"
"Clostridium ihumii","1470356","Firmicutes","Lagier_2016"
"Clostridium indolis","69825","Firmicutes","Lagier_2016"
"Clostridium innocuum","1522","Firmicutes","Lagier_2016"
"Clostridium irregulare","29359","Firmicutes","Lagier_2016"
"Clostridium jeddahense","1414721","Firmicutes","Lagier_2016"
"Clostridium jeddahtimonense",NA,"Firmicutes","Lagier_2016"
"Clostridium lactatifermentans","160404","Firmicutes","Lagier_2016"
"Clostridium lavalense","460384","Firmicutes","Lagier_2016"
"Clostridium mangenotii","1540","Firmicutes","Lagier_2016"
"Clostridium marseillense",NA,"Firmicutes","Lagier_2016"
"Clostridium massilioamazoniense","1347366","Firmicutes","Lagier_2016"
"Clostridium massiliodielmoense","1776385","Firmicutes","Lagier_2016"
"Clostridium massiliosenegalense","1805477","Firmicutes","Lagier_2016"
"Clostridium mediterraneense","1805472","Firmicutes","Lagier_2016"
"Clostridium neonatale","137838","Firmicutes","Lagier_2016"
"Clostridium nexile","29361","Firmicutes","Lagier_2016"
"Clostridium niameyense","1622073","Firmicutes","Lagier_2016"
"Clostridium nigeriense","1805470","Firmicutes","Lagier_2016"
"Clostridium novyi","1542","Firmicutes","Lagier_2016"
"Clostridium oroticum","1544","Firmicutes","Lagier_2016"
"Clostridium paraperfringens","1561","Firmicutes","Lagier_2016"
"Clostridium paraputrificum","29363","Firmicutes","Lagier_2016"
"Clostridium perfringens","1502","Firmicutes","Lagier_2016"
"Clostridium phoceense",NA,"Firmicutes","Lagier_2016"
"Clostridium polynesiense","1325933","Firmicutes","Lagier_2016"
"Clostridium propionicum","28446","Firmicutes","Lagier_2016"
"Clostridium ramosum","1547","Firmicutes","Lagier_2016"
"Clostridium rectum","850","Firmicutes","Lagier_2016"
"Clostridium saccharogumia","341225","Firmicutes","Lagier_2016"
"Clostridium saccharolyticum","84030","Firmicutes","Lagier_2016"
"Clostridium sardiniense","29369","Firmicutes","Lagier_2016"
"Clostridium sartagoforme","84031","Firmicutes","Lagier_2016"
"Clostridium saudii","1414720","Firmicutes","Lagier_2016"
"Clostridium schirmacherense","351628","Firmicutes","Lagier_2016"
"Clostridium scindens","29347","Firmicutes","Lagier_2016"
"Clostridium senegalense","1465809","Firmicutes","Lagier_2016"
"Clostridium septicum","1504","Firmicutes","Lagier_2016"
"Clostridium sordellii","1505","Firmicutes","Lagier_2016"
"Clostridium sphenoides","29370","Firmicutes","Lagier_2016"
"Clostridium sporogenes","1509","Firmicutes","Lagier_2016"
"Clostridium subterminale","1550","Firmicutes","Lagier_2016"
"Clostridium sulfidigenes","318464","Firmicutes","Lagier_2016"
"Clostridium symbiosum","1512","Firmicutes","Lagier_2016"
"Clostridium tertium","1559","Firmicutes","Lagier_2016"
"Clostridium tetani","1513","Firmicutes","Lagier_2016"
"Clostridium thiosulfatireducens","150336","Firmicutes","Lagier_2016"
"Clostridium touaregense","1805471","Firmicutes","Lagier_2016"
"Clostridium venationis",NA,"Firmicutes","Lagier_2016"
"Colidextra massiliensis",NA,"Firmicutes","Lagier_2016"
"Collinsella aerofaciens","74426","Actinobacteria","Lagier_2016"
"Collinsella gabonensis","1702286","Firmicutes","Lagier_2016"
"Collinsella ihumii",NA,"Actinobacteria","Lagier_2016"
"Collinsella intestinalis","147207","Actinobacteria","Lagier_2016"
"Collinsella massiliensis","1232426","Actinobacteria","Lagier_2016"
"Collinsella massilioamazoniensis",NA,"Actinobacteria","Lagier_2016"
"Collinsella tanakaei","626935","Actinobacteria","Lagier_2016"
"Colonella massiliensis",NA,"Firmicutes","Lagier_2016"
"Comamonas kerstersii","225992","Proteobacteria","Lagier_2016"
"Coprobacillus cateniformis","100884","Firmicutes","Lagier_2016"
"Coprococcus comes","410072","Firmicutes","Lagier_2016"
"Corynebacterium accolens","38284","Actinobacteria","Lagier_2016"
"Corynebacterium afermentans","38286","Actinobacteria","Lagier_2016"
"Corynebacterium amycolatum","43765","Actinobacteria","Lagier_2016"
"Corynebacterium appendicis","163202","Actinobacteria","Lagier_2016"
"Corynebacterium aurimucosum","169292","Actinobacteria","Lagier_2016"
"Corynebacterium bouchedurhonense",NA,"Actinobacteria","Lagier_2016"
"Corynebacterium coyleae","53374","Actinobacteria","Lagier_2016"
"Corynebacterium doosanense","1121358","Actinobacteria","Lagier_2016"
"Corynebacterium durum","61592","Actinobacteria","Lagier_2016"
"Corynebacterium efficiens","152794","Actinobacteria","Lagier_2016"
"Corynebacterium flavescens","28028","Actinobacteria","Lagier_2016"
"Corynebacterium freneyi","134034","Actinobacteria","Lagier_2016"
"Corynebacterium glucuronolyticum","39791","Actinobacteria","Lagier_2016"
"Corynebacterium ihumii","1232427","Actinobacteria","Lagier_2016"
"Corynebacterium jeddahense","1414719","Actinobacteria","Lagier_2016"
"Corynebacterium karolinskerse",NA,"Actinobacteria","Lagier_2016"
"Corynebacterium lascolaense",NA,"Actinobacteria","Lagier_2016"
"Corynebacterium lipophiloflavum","161889","Actinobacteria","Lagier_2016"
"Corynebacterium minutissimum","38301","Actinobacteria","Lagier_2016"
"Corynebacterium mucifaciens","57171","Actinobacteria","Lagier_2016"
"Corynebacterium pacaense",NA,"Actinobacteria","Lagier_2016"
"Corynebacterium propinquum","43769","Actinobacteria","Lagier_2016"
"Corynebacterium provencense","1737425","Actinobacteria","Lagier_2016"
"Corynebacterium pseudodiphtheriticum","37637","Actinobacteria","Lagier_2016"
"Corynebacterium riegelii","156976","Actinobacteria","Lagier_2016"
"Corynebacterium simulans","146827","Actinobacteria","Lagier_2016"
"Corynebacterium striatum","43770","Actinobacteria","Lagier_2016"
"Corynebacterium suicordis","203264","Actinobacteria","Lagier_2016"
"Corynebacterium sundsvallense","161902","Actinobacteria","Lagier_2016"
"Corynebacterium tuberculostearicum","38304","Actinobacteria","Lagier_2016"
"Corynebacterium urealyticum","43771","Actinobacteria","Lagier_2016"
"Corynebacterium ureicelerivorans","401472","Actinobacteria","Lagier_2016"
"Corynebacterium variabile","1727","Actinobacteria","Lagier_2016"
"Cronobacter sakazakii","28141","Proteobacteria","Lagier_2016"
"Cryptobacterium curtum","84163","Actinobacteria","Lagier_2016"
"Culturomica massiliensis","1841857","Bacteroidetes","Lagier_2016"
"Dakarella massiliensis","1506471","Proteobacteria","Lagier_2016"
"Delftia tsuruhatensis","180282","Proteobacteria","Lagier_2016"
"Dermabacter hominis","36740","Actinobacteria","Lagier_2016"
"Dermacoccus barathri","322601","Actinobacteria","Lagier_2016"
"Desemzia incerta","82801","Actinobacteria","Lagier_2016"
"Desnuesiella massiliensis","1650662","Firmicutes","Lagier_2016"
"Desulfomassilia massiliensis",NA,"Proteobacteria","Lagier_2016"
"Desulfovibrio desulfuricans","876","Proteobacteria","Lagier_2016"
"Desulfovibrio piger","901","Proteobacteria","Lagier_2016"
"Dialister invisus ","218538","Firmicutes","Lagier_2016"
"Dialister pneumosintes","39950","Firmicutes","Lagier_2016"
"Dielma fastidiosa","1034346","Firmicutes","Lagier_2016"
"Dietzia maris","37915","Actinobacteria","Lagier_2016"
"Dietzia natronolimnaea","161920","Actinobacteria","Lagier_2016"
"Dorea formicigenerans","39486","Firmicutes","Lagier_2016"
"Dorea longicatena","88431","Firmicutes","Lagier_2016"
"Dorea massiliensis","1470355","Firmicutes","Lagier_2016"
"Drancourtella massiliensis","1632013","Firmicutes","Lagier_2016"
"Drancourtella timonensis","1689301","Firmicutes","Lagier_2016"
"Duodena massiliensis",NA,"Proteobacteria","Lagier_2016"
"Eggerthella lenta","84112","Actinobacteria","Lagier_2016"
"Eggerthella timonensis","1871008","Actinobacteria","Lagier_2016"
"Eikenella corrodens","539","Proteobacteria","Lagier_2016"
"Eisenbergiella massiliensis","1720294","Firmicutes","Lagier_2016"
"Elizabethkingia meningoseptica","238","Bacteroidetes","Lagier_2016"
"Elizabethkingia miricola","172045","Bacteroidetes","Lagier_2016"
"Emergencia timonensis","1776384","Firmicutes","Lagier_2016"
"Empedobacter brevis","247","Bacteroidetes","Lagier_2016"
"Enterobacter aerogenes","548","Proteobacteria","Lagier_2016"
"Enterobacter asburiae","61645","Proteobacteria","Lagier_2016"
"Enterobacter cloacae","550","Proteobacteria","Lagier_2016"
"Enterobacter hormaechei","158836","Proteobacteria","Lagier_2016"
"Enterobacter kobei","208224","Proteobacteria","Lagier_2016"
"Enterobacter ludwigii","299767","Proteobacteria","Lagier_2016"
"Enterobacter massiliensis","1485952","Proteobacteria","Lagier_2016"
"Enterobacter timonensis","1755099","Proteobacteria","Lagier_2016"
"Enterococcus asini","57732","Firmicutes","Lagier_2016"
"Enterococcus avium","33945","Firmicutes","Lagier_2016"
"Enterococcus canintestini","317010","Firmicutes","Lagier_2016"
"Enterococcus canis","214095","Firmicutes","Lagier_2016"
"Enterococcus casseliflavus","37734","Firmicutes","Lagier_2016"
"Enterococcus devriesei","319970","Firmicutes","Lagier_2016"
"Enterococcus diestrammenae","1155073","Firmicutes","Lagier_2016"
"Enterococcus dispar","44009","Firmicutes","Lagier_2016"
"Enterococcus durans","53345","Firmicutes","Lagier_2016"
"Enterococcus eurekensis","1159753","Firmicutes","Lagier_2016"
"Enterococcus faecalis","1351","Firmicutes","Lagier_2016"
"Enterococcus faecium","1352","Firmicutes","Lagier_2016"
"Enterococcus gallinarum","1353","Firmicutes","Lagier_2016"
"Enterococcus gilvus","160453","Firmicutes","Lagier_2016"
"Enterococcus hermanniensis","249189","Firmicutes","Lagier_2016"
"Enterococcus hirae","1354","Firmicutes","Lagier_2016"
"Enterococcus italicus","246144","Firmicutes","Lagier_2016"
"Enterococcus malodoratus","71451","Firmicutes","Lagier_2016"
"Enterococcus massiliensis","1640685","Firmicutes","Lagier_2016"
"Enterococcus mundtii","53346","Firmicutes","Lagier_2016"
"Enterococcus pallens","160454","Firmicutes","Lagier_2016"
"Enterococcus phoeniculicola","154621","Firmicutes","Lagier_2016"
"Enterococcus pseudoavium","44007","Firmicutes","Lagier_2016"
"Enterococcus raffinosus","71452","Firmicutes","Lagier_2016"
"Enterococcus thailandicus","417368","Firmicutes","Lagier_2016"
"Enterococcus villorum","112904","Firmicutes","Lagier_2016"
"Escherichia coli","562","Proteobacteria","Lagier_2016"
"Escherichia fergusonii","564","Proteobacteria","Lagier_2016"
"Escherichia hermannii","565","Proteobacteria","Lagier_2016"
"Eubacterium callanderi","53442","Firmicutes","Lagier_2016"
"Eubacterium cylindroides","39483","Firmicutes","Lagier_2016"
"Eubacterium fissicatena","290055","Firmicutes","Lagier_2016"
"Eubacterium limosum","1736","Firmicutes","Lagier_2016"
"Eubacterium massiliense","1658112","Firmicutes","Lagier_2016"
"Eubacterium moniliforme","39489","Firmicutes","Lagier_2016"
"Eubacterium tenue","1737","Firmicutes","Lagier_2016"
"Eubacterium yurii","39498","Firmicutes","Lagier_2016"
"Exiguobacterium aurantiacum","33987","Firmicutes","Lagier_2016"
"Facklamia hominis","178214","Firmicutes","Lagier_2016"
"Facklamia tabacinasalis","87458","Firmicutes","Lagier_2016"
"Fastidiosipila sanguinis","236753","Firmicutes","Lagier_2016"
"Finegoldia magna","1260","Firmicutes","Lagier_2016"
"Flaviflexus massiliensis","1522309","Actinobacteria","Lagier_2016"
"Flavonifractor marseillense",NA,"Firmicutes","Lagier_2016"
"Flavonifractor plautii","292800","Firmicutes","Lagier_2016"
"Fournierella massiliensis","1650663","Firmicutes","Lagier_2016"
"Fusobacterium canifelinum","285729","Fusobacteria","Lagier_2016"
"Fusobacterium massiliense","1852365","Fusobacteria","Lagier_2016"
"Fusobacterium mortiferum","850","Fusobacteria","Lagier_2016"
"Fusobacterium necrophorum","859","Fusobacteria","Lagier_2016"
"Fusobacterium nucleatum","851","Fusobacteria","Lagier_2016"
"Fusobacterium periodonticum","860","Fusobacteria","Lagier_2016"
"Fusobacterium varium","856","Fusobacteria","Lagier_2016"
"Gabonia massiliensis","1686296","Bacteroidetes","Lagier_2016"
"Gardnerella vaginalis","2702","Actinobacteria","Lagier_2016"
"Gemella haemolysans","1379","Firmicutes","Lagier_2016"
"Gemella morbillorum","29391","Firmicutes","Lagier_2016"
"Gemella sanguinis","84135","Firmicutes","Lagier_2016"
"Geobacillus stearothermophilus","1422","Firmicutes","Lagier_2016"
"Globicatella sulfidifaciens","136093","Firmicutes","Lagier_2016"
"Gorbachella massiliensis","1689304","Firmicutes","Lagier_2016"
"Gordonibacter massiliense",NA,"Actinobacteria","Lagier_2016"
"Gordonibacter pamelaeae","471189","Actinobacteria","Lagier_2016"
"Gordonibacter urolithinfaciens","1335613","unknown","Lagier_2016"
"Gorillibacterium timonense","1689269","Firmicutes","Lagier_2016"
"Gracilibacillus diposauri",NA,"Firmicutes","Lagier_2016"
"Gracilibacillus massiliensis","1564956","Firmicutes","Lagier_2016"
"Gracilibacillus thailandensis","563735","Firmicutes","Lagier_2016"
"Gracilibacillus timonensis","1816696","Firmicutes","Lagier_2016"
"Granulicatella adiacens","46124","Firmicutes","Lagier_2016"
"Granulicatella elegans","137732","Firmicutes","Lagier_2016"
"Granulicatella paraadiacens",NA,"Firmicutes","Lagier_2016"
"Guyana massiliensis",NA,"Firmicutes","Lagier_2016"
"Haemophilus haemolyticus","726","Proteobacteria","Lagier_2016"
"Haemophilus parainfluenzae","729","Proteobacteria","Lagier_2016"
"Haemophilus pittmaniae","249188","Proteobacteria","Lagier_2016"
"Hafnia alvei","569","Proteobacteria","Lagier_2016"
"Halobacillus dabanensis","240302","Firmicutes","Lagier_2016"
"Halobacillus karajensis","195088","Firmicutes","Lagier_2016"
"Halobacillus salinus","192814","Firmicutes","Lagier_2016"
"Halobacillus trueperi","156205","Firmicutes","Lagier_2016"
"Haloferax alexandrinus #","114529","Archae","Lagier_2016"
"Haloferax massiliensis #","1476858","Archae","Lagier_2016"
"Halomonas massiliensis",NA,"Proteobacteria","Lagier_2016"
"Halomonas salina","42565","Proteobacteria","Lagier_2016"
"Helcobacillus massiliensis","521392","Actinobacteria","Lagier_2016"
"Helicobacter pylori","210","Proteobacteria","Lagier_2016"
"Holdemania filiformis","61171","Firmicutes","Lagier_2016"
"Holdemania massiliensis","1468449","Firmicutes","Lagier_2016"
"Holdemania timonensis",NA,"Firmicutes","Lagier_2016"
"Hugonella massiliensis",NA,"Actinobacteria","Lagier_2016"
"Ihubacter massiliensis","1852367","Firmicutes","Lagier_2016"
"Ihuella massiliensis",NA,"Firmicutes","Lagier_2016"
"Ihuprevotella massiliensis",NA,"Bacteroidetes","Lagier_2016"
"Ileobacterium massiliense",NA,"Firmicutes","Lagier_2016"
"Intestinibacter bartlettii","261299","Firmicutes","Lagier_2016"
"Intestinimonas butyriciproducens","1297617","Firmicutes","Lagier_2016"
"Intestinimonas gabonensis","1702285","Firmicutes","Lagier_2016"
"Intestinimonas massiliensis","1673721","Firmicutes","Lagier_2016"
"Intestinimonas phoceensis",NA,"Firmicutes","Lagier_2016"
"Intestinimonas timonensis","1689270","Firmicutes","Lagier_2016"
"Isoptericola variabilis","139208","Actinobacteria","Lagier_2016"
"Janibacter hoylei","364298","Actinobacteria","Lagier_2016"
"Jeddahella massiliensis",NA,"Actinobacteria","Lagier_2016"
"Kallipyga gabonensis","1686287","Firmicutes","Lagier_2016"
"Kerstersia gyiorum","206506","Proteobacteria","Lagier_2016"
"Khelaifiabacterium massiliense",NA,"Firmicutes","Lagier_2016"
"Kingella denitrificans","502","Proteobacteria","Lagier_2016"
"Klebsiella oxytoca","571","Proteobacteria","Lagier_2016"
"Klebsiella pneumoniae","573","Proteobacteria","Lagier_2016"
"Klebsiella variicola","244366","Proteobacteria","Lagier_2016"
"Kluyvera cryocrescens","580","Proteobacteria","Lagier_2016"
"Kluyvera georgiana","73098","Proteobacteria","Lagier_2016"
"Kocuria halotolerans","405770","Actinobacteria","Lagier_2016"
"Kocuria koreensis","592378","Actinobacteria","Lagier_2016"
"Kocuria kristinae","37923","Actinobacteria","Lagier_2016"
"Kocuria marina","223184","Actinobacteria","Lagier_2016"
"Kocuria palustris","71999","Actinobacteria","Lagier_2016"
"Kocuria polaris","136273","Actinobacteria","Lagier_2016"
"Kocuria rhizophila","72000","Actinobacteria","Lagier_2016"
"Kocuria rosea","1275","Actinobacteria","Lagier_2016"
"Kocuria varians","1272","Actinobacteria","Lagier_2016"
"Kosakonia cowanii","208223","Proteobacteria","Lagier_2016"
"Kurthia gibsonii","33946","Firmicutes","Lagier_2016"
"Kurthia senegalensis","1033740","Firmicutes","Lagier_2016"
"Kushneria sinocarnis","595502","Proteobacteria","Lagier_2016"
"Kytococcus schroeteri","138300","Actinobacteria","Lagier_2016"
"Kytococcus sedentarius","1276","Actinobacteria","Lagier_2016"
"Lachnoanaerobaculum orale","979627","Firmicutes","Lagier_2016"
"Lachnoclostridium bouchedurhonense",NA,"Firmicutes","Lagier_2016"
"Lachnoclostridium timonense",NA,"Firmicutes","Lagier_2016"
"Lactobacillus acidipiscis","89059","Firmicutes","Lagier_2016"
"Lactobacillus acidophilus","1579","Firmicutes","Lagier_2016"
"Lactobacillus agilis","1601","Firmicutes","Lagier_2016"
"Lactobacillus antri","227943","Firmicutes","Lagier_2016"
"Lactobacillus brevis","1580","Firmicutes","Lagier_2016"
"Lactobacillus buchneri","1581","Firmicutes","Lagier_2016"
"Lactobacillus casei","1582","Firmicutes","Lagier_2016"
"Lactobacillus coryniformis","1610","Firmicutes","Lagier_2016"
"Lactobacillus crispatus","47770","Firmicutes","Lagier_2016"
"Lactobacillus curvatus","28038","Firmicutes","Lagier_2016"
"Lactobacillus delbrueckii","1584","Firmicutes","Lagier_2016"
"Lactobacillus dextrinicus","51664","Firmicutes","Lagier_2016"
"Lactobacillus diolivorans","179838","Firmicutes","Lagier_2016"
"Lactobacillus fermentum","1613","Firmicutes","Lagier_2016"
"Lactobacillus frumenti","104955","Firmicutes","Lagier_2016"
"Lactobacillus gasseri","1596","Firmicutes","Lagier_2016"
"Lactobacillus gastricus","227942","Firmicutes","Lagier_2016"
"Lactobacillus harbinensis","304207","Firmicutes","Lagier_2016"
"Lactobacillus ingluviei","148604","Firmicutes","Lagier_2016"
"Lactobacillus johnsonii","33959","Firmicutes","Lagier_2016"
"Lactobacillus kalixensis","227944","Firmicutes","Lagier_2016"
"Lactobacillus kefiri","33962","Firmicutes","Lagier_2016"
"Lactobacillus mali","1618","Firmicutes","Lagier_2016"
"Lactobacillus mucosae","97478","Firmicutes","Lagier_2016"
"Lactobacillus murinus","1622","Firmicutes","Lagier_2016"
"Lactobacillus oligofermentans","293371","Firmicutes","Lagier_2016"
"Lactobacillus oris","1632","Firmicutes","Lagier_2016"
"Lactobacillus otakiensis","481720","Firmicutes","Lagier_2016"
"Lactobacillus parabuchneri","152331","Firmicutes","Lagier_2016"
"Lactobacillus paracasei","1597","Firmicutes","Lagier_2016"
"Lactobacillus pentosus","1589","Firmicutes","Lagier_2016"
"Lactobacillus perolens","100468","Firmicutes","Lagier_2016"
"Lactobacillus plantarum","1590","Firmicutes","Lagier_2016"
"Lactobacillus reuteri","1598","Firmicutes","Lagier_2016"
"Lactobacillus rhamnosus","47715","Firmicutes","Lagier_2016"
"Lactobacillus ruminis","1623","Firmicutes","Lagier_2016"
"Lactobacillus saerimneri","228229","Firmicutes","Lagier_2016"
"Lactobacillus sakei","1599","Firmicutes","Lagier_2016"
"Lactobacillus salivarius","1624","Firmicutes","Lagier_2016"
"Lactobacillus satsumensis","259059","Firmicutes","Lagier_2016"
"Lactobacillus ultunensis","227945","Firmicutes","Lagier_2016"
"Lactobacillus vaccinostercus","176291","Firmicutes","Lagier_2016"
"Lactobacillus vaginalis","1633","Firmicutes","Lagier_2016"
"Lactobacillus zeae","57037","Firmicutes","Lagier_2016"
"Lactococcus garvieae","1363","Firmicutes","Lagier_2016"
"Lactococcus lactis","1358","Firmicutes","Lagier_2016"
"Lactonifactor longoviformis ","341220","Firmicutes","Lagier_2016"
"Lagierella massiliensis","1689303","Firmicutes","Lagier_2016"
"Lascolabacillus massiliensis","1627894","Bacteroidetes","Lagier_2016"
"Leclercia adecarboxylata","83655","Proteobacteria","Lagier_2016"
"Lelliottia amnigena","61646","Proteobacteria","Lagier_2016"
"Lentibacillus massiliensis","1870989","Firmicutes","Lagier_2016"
"Leptotrichia buccalis","40542","Fusobacteria","Lagier_2016"
"Leptotrichia massiliensis","1852388","Fusobacteria","Lagier_2016"
"Leuconostoc lactis","1246","Firmicutes","Lagier_2016"
"Leuconostoc mesenteroides","1245","Firmicutes","Lagier_2016"
"Leuconostoc pseudomesenteroides","33968","Firmicutes","Lagier_2016"
"Listeria innocua","1642","Firmicutes","Lagier_2016"
"Lysinibacillus boronitolerans","309788","Firmicutes","Lagier_2016"
"Lysinibacillus fusiformis","28031","Firmicutes","Lagier_2016"
"Lysinibacillus macroides","33935","Firmicutes","Lagier_2016"
"Lysinibacillus massiliensis","292806","Firmicutes","Lagier_2016"
"Lysinibacillus meyeri","1071052","Firmicutes","Lagier_2016"
"Lysinibacillus sphaericus","1421","Firmicutes","Lagier_2016"
"Lysinibacillus varians","1145276","Firmicutes","Lagier_2016"
"Lysinibacillus xylanilyticus","582475","Firmicutes","Lagier_2016"
"Macellibacteroides fermentans","879969","Bacteroidetes","Lagier_2016"
"Malnutritionisia massiliensis","1658111","Firmicutes","Lagier_2016"
"Marseilla massiliensis","1841864","Bacteroidetes","Lagier_2016"
"Marseillobacter massiliensis",NA,"Firmicutes","Lagier_2016"
"Marseillococcus timonensis",NA,"Firmicutes","Lagier_2016"
"Massilia timonae","47229","Firmicutes","Lagier_2016"
"Massilioamazonia massiliensis",NA,"Firmicutes","Lagier_2016"
"Massiliobacillus massiliensis",NA,"Firmicutes","Lagier_2016"
"Massiliobacterium senegalense",NA,"Firmicutes","Lagier_2016"
"Massilioculturomica massiliensis",NA,"Firmicutes","Lagier_2016"
"Massiliomaliae massiliensis",NA,"Firmicutes","Lagier_2016"
"Massiliomicrobiota timonensis","1776392","Firmicutes","Lagier_2016"
"Massiliomicrobiota timonensis ","1776392","Firmicutes","Lagier_2016"
"Massilioprevotella massiliensis",NA,"Bacteroidetes","Lagier_2016"
"Mediannikovella massiliensis","1686289","Firmicutes","Lagier_2016"
"Mediterranea massiliensis","1841865","Bacteroidetes","Lagier_2016"
"Megasphaera massiliensis","1232428","Firmicutes","Lagier_2016"
"Megasphaera micronuciformis","187326","Firmicutes","Lagier_2016"
"Metaprevotella massiliensis","1870999","Bacteroidetes","Lagier_2016"
"Microbacterium kitamiense","76884","Actinobacteria","Lagier_2016"
"Microbacterium liquefaciens","33918","Actinobacteria","Lagier_2016"
"Microbacterium maritypicum","300020","Actinobacteria","Lagier_2016"
"Microbacterium natoriense","284570","Actinobacteria","Lagier_2016"
"Microbacterium oleivorans","273677","Actinobacteria","Lagier_2016"
"Microbacterium oxydans","82380","Actinobacteria","Lagier_2016"
"Microbacterium paraoxydans","199592","Actinobacteria","Lagier_2016"
"Microbacterium phyllosphaerae","124798","Actinobacteria","Lagier_2016"
"Microbacterium saccharophilum","1213358","Actinobacteria","Lagier_2016"
"Micrococcus endophyticus","455343","Actinobacteria","Lagier_2016"
"Micrococcus luteus","1270","Actinobacteria","Lagier_2016"
"Micrococcus lylae","1273","Actinobacteria","Lagier_2016"
"Micromassilia timonensis","1723384","Firmicutes","Lagier_2016"
"Mitsuokella jalaludinii","187979","Firmicutes","Lagier_2016"
"Mobilicoccus massiliensis","1522310","Actinobacteria","Lagier_2016"
"Mobilobacillus massiliensis",NA,"Firmicutes","Lagier_2016"
"Moellerella wisconsensis","158849","Proteobacteria","Lagier_2016"
"Moraxella osloensis","34062","Proteobacteria","Lagier_2016"
"Morganella morganii","582","Proteobacteria","Lagier_2016"
"Murdochiella asaccharolytica","507844","Firmicutes","Lagier_2016"
"Murdochiella massiliensis","1673723","Firmicutes","Lagier_2016"
"Murdochiella timonensis",NA,"Firmicutes","Lagier_2016"
"Mycobacterium avium","1764","Actinobacteria","Lagier_2016"
"Mycobacterium bovis","1765","Actinobacteria","Lagier_2016"
"Mycobacterium colombiense","339268","Actinobacteria","Lagier_2016"
"Mycobacterium kansasii","1768","Actinobacteria","Lagier_2016"
"Mycobacterium lentiflavum","141349","Actinobacteria","Lagier_2016"
"Mycobacterium paratuberculosis","1770","Actinobacteria","Lagier_2016"
"Mycobacterium tuberculosis","1773","Actinobacteria","Lagier_2016"
"Myroides odoratimimus","76832","Bacteroidetes","Lagier_2016"
"Myroides odoratus","256","Bacteroidetes","Lagier_2016"
"Ndiopella massiliensis","1673726","Bacteroidetes","Lagier_2016"
"Negativicoccus massiliensis","1702287","Firmicutes","Lagier_2016"
"Negativicoccus succinicivorans","620903","Firmicutes","Lagier_2016"
"Neglecta timonensis","1776382","Firmicutes","Lagier_2016"
"Neisseria canis","493","Proteobacteria","Lagier_2016"
"Neisseria elongata","495","Proteobacteria","Lagier_2016"
"Neisseria flavescens","484","Proteobacteria","Lagier_2016"
"Neisseria gonorrhoeae","485","Proteobacteria","Lagier_2016"
