"name","taxon","phylum","source"
"Bacteroides eggerthii DSM 20697","483216","Bacteroidetes","HMP_2018"
"Eubacterium dolichum DSM 3991","428127","Firmicutes","HMP_2018"
"Klebsiella sp. 4_1_44FAA","665944","Proteobacteria","HMP_2018"
"Fusobacterium nucleatum subsp. vincentii 4_1_13","469606","Fusobacteria","HMP_2018"
"Helicobacter pylori HP260BFii","1159079","Proteobacteria","HMP_2018"
"Bacteroides pectinophilus ATCC 43243","483218","Firmicutes","HMP_2018"
"Peptoclostridium difficile NAP07","525258","Firmicutes","HMP_2018"
"Helicobacter cinaedi CCUG 18818","537971","Proteobacteria","HMP_2018"
"Lactobacillus antri DSM 16041","525309","Firmicutes","HMP_2018"
"Helicobacter pylori HP250ASi","1159069","Proteobacteria","HMP_2018"
"Methanobrevibacter smithii DSM 2374","521002","Euryarchaeota","HMP_2018"
"Proteus mirabilis WGLW6","1125694","Proteobacteria","HMP_2018"
"Peptoclostridium difficile NAP08","525259","Firmicutes","HMP_2018"
"Helicobacter pylori GAM260BSi","1159046","Proteobacteria","HMP_2018"
"Enterococcus sp. 7L76","1351","Firmicutes","HMP_2018"
"Oxalobacter formigenes OXCC13","556269","Proteobacteria","HMP_2018"
"Streptomyces sp. HGB0020","1078086","Actinobacteria","HMP_2018"
"Clostridium symbiosum WAL-14673","742741","Firmicutes","HMP_2018"
"Dorea formicigenerans 4_6_53AFAA","742765","Firmicutes","HMP_2018"
"Clostridium clostridioforme 2_1_49FAA","742735","Firmicutes","HMP_2018"
"Lactobacillus sp. 7_1_47FAA","147802","Firmicutes","HMP_2018"
"Bifidobacterium longum subsp. longum 44B","1161743","Actinobacteria","HMP_2018"
"Methanobrevibacter smithii DSM 2375","483214","Euryarchaeota","HMP_2018"
"Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043","566552","Actinobacteria","HMP_2018"
"Helicobacter pylori GAM71Ai","1159053","Proteobacteria","HMP_2018"
"Helicobacter pylori HP250AFii","1159066","Proteobacteria","HMP_2018"
"Paraprevotella clara YIT 11840","762968","Bacteroidetes","HMP_2018"
"Helicobacter pylori GAM264Ai","1159048","Proteobacteria","HMP_2018"
"Enterococcus faecium TX1330","525279","Firmicutes","HMP_2018"
"Providencia stuartii ATCC 25827","471874","Proteobacteria","HMP_2018"
"Bacteroides xylanisolvens SD CC 1b","702447","Bacteroidetes","HMP_2018"
"Dialister succinatiphilus YIT 11850","742743","Firmicutes","HMP_2018"
"Clostridium citroniae WAL-17108","742733","Firmicutes","HMP_2018"
"Faecalibacterium prausnitzii SL3/3","657322","Firmicutes","HMP_2018"
"Edwardsiella tarda ATCC 23685","500638","Proteobacteria","HMP_2018"
"Clostridium hiranonis DSM 13275","500633","Firmicutes","HMP_2018"
"Enterobacter cloacae subsp. cloacae NCTC 9394","718254","Proteobacteria","HMP_2018"
"Bacteroides sp. 1_1_30","457387","Bacteroidetes","HMP_2018"
"Lactobacillus reuteri JCM 1112","557433","Firmicutes","HMP_2018"
"Escherichia coli MS 146-1","749540","Proteobacteria","HMP_2018"
"Clostridium cf. saccharolyticum K10","717608","Firmicutes","HMP_2018"
"Streptococcus anginosus 1_2_62CV","742820","Firmicutes","HMP_2018"
"Helicobacter pylori GAM119Bi","1159028","Proteobacteria","HMP_2018"
"Klebsiella sp. MS 92-3","749535","Proteobacteria","HMP_2018"
"Ruminococcus obeum A2-162","657314","Firmicutes","HMP_2018"
"Anaerostipes sp. 3_2_56FAA","105841","Firmicutes","HMP_2018"
"Parabacteroides johnsonii DSM 18315","537006","Bacteroidetes","HMP_2018"
"Bacteroides intestinalis DSM 17393","471870","Bacteroidetes","HMP_2018"
"Acinetobacter junii SH205","575587","Proteobacteria","HMP_2018"
"Lachnospiraceae bacterium 3_1_46FAA","665950","Firmicutes","HMP_2018"
"Enterococcus saccharolyticus 30_1","742813","Firmicutes","HMP_2018"
"Clostridium leptum DSM 753","428125","Firmicutes","HMP_2018"
"Eggerthella sp. HGA1","910311","Actinobacteria","HMP_2018"
"Helicobacter pylori GAMchJs114i","1159060","Proteobacteria","HMP_2018"
"Helicobacter pylori GAM268Bii","1159050","Proteobacteria","HMP_2018"
"Enterococcus faecalis TX1341","749514","Firmicutes","HMP_2018"
"Citrobacter youngae ATCC 29220","500640","Proteobacteria","HMP_2018"
"Eubacterium cylindroides T2-87","717960","Firmicutes","HMP_2018"
"Fusobacterium periodonticum 1_1_41FAA","469621","Fusobacteria","HMP_2018"
"Citrobacter sp. 30_2","1639133","Proteobacteria","HMP_2018"
"Bacteroides sp. D2","556259","Bacteroidetes","HMP_2018"
"Escherichia coli MS 196-1","749548","Proteobacteria","HMP_2018"
"Intestinibacter bartlettii DSM 16795","445973","Firmicutes","HMP_2018"
"Helicobacter pylori GAM249T","1159038","Proteobacteria","HMP_2018"
"Cedecea davisae DSM 4568","566551","Proteobacteria","HMP_2018"
"Acidaminococcus sp. D21","187327","Firmicutes","HMP_2018"
"Clostridium sp. HGF2","908340","Firmicutes","HMP_2018"
"Burkholderiales bacterium 1_1_47","469610","Proteobacteria","HMP_2018"
"Turicibacter sp. HGF1","910310","Firmicutes","HMP_2018"
"Escherichia coli 4_1_47FAA","1127356","Proteobacteria","HMP_2018"
"Streptococcus sp. HPH0090","1203590","Firmicutes","HMP_2018"
"Eggerthella sp. 1_3_56FAA","665943","Actinobacteria","HMP_2018"
"Bacteroides cellulosilyticus DSM 14838","537012","Bacteroidetes","HMP_2018"
"Fusobacterium gonidiaformans 3-1-5R","469605","Fusobacteria","HMP_2018"
"Bacteroides eggerthii 1_2_48FAA","665953","Bacteroidetes","HMP_2018"
"Bacteroides sp. HPS0048","1078089","Bacteroidetes","HMP_2018"
"Bacteroides caccae ATCC 43185","411901","Bacteroidetes","HMP_2018"
"Helicobacter pylori GAM263BFi","1159047","Proteobacteria","HMP_2018"
"Alistipes putredinis DSM 17216","445970","Bacteroidetes","HMP_2018"
"Campylobacter coli JV20","864566","Proteobacteria","HMP_2018"
"Bacteroides ovatus ATCC 8483","411476","Bacteroidetes","HMP_2018"
"Ralstonia sp. 5_7_47FAA","329","Proteobacteria","HMP_2018"
"Gordonibacter pamelaeae 7-10-1-b","657308","Actinobacteria","HMP_2018"
"Bacteroides sp. 4_1_36","457393","Bacteroidetes","HMP_2018"
"Enterococcus faecalis TX4244","749494","Firmicutes","HMP_2018"
"Helicobacter pylori HP260AFii","1159077","Proteobacteria","HMP_2018"
"Escherichia coli D9","556266","Proteobacteria","HMP_2018"
"Blautia hydrogenotrophica","53443","Firmicutes","Browne_2016"
"Agathobacter rectalis","39491","Firmicutes","Browne_2016"
"Faecalibacterium prausnitzii","853","Firmicutes","Browne_2016"
"Dorea longicatena","88431","Firmicutes","Browne_2016"
"Parabacteroides distasonis","823","Bacteroidetes","Browne_2016"
"Bifidobacterium bifidum","1681","Actinobacteria","Browne_2016"
"Coprococcus comes","410072","Firmicutes","Browne_2016"
"Bacteroides salyersiae","291644","Bacteroidetes","Browne_2016"
"Anaerostipes hadrus","649756","Firmicutes","Browne_2016"
"Coprococcus eutactus","33043","Firmicutes","Browne_2016"
"Roseburia faecis","301302","Firmicutes","Browne_2016"
"Turicibacter sanguinis","154288","Firmicutes","Browne_2016"
"Roseburia inulinivorans","360807","Firmicutes","Browne_2016"
"Eubacterium hallii","39488","Firmicutes","Browne_2016"
"Ruminococcus torques","33039","Firmicutes","Browne_2016"
"Collinsella aerofaciens","74426","Actinobacteria","Browne_2016"
"Roseburia intestinalis","166486","Firmicutes","Browne_2016"
"Eubacterium ramulus","39490","Firmicutes","Browne_2016"
"Bacteroides thetaiotaomicron","818","Bacteroidetes","Browne_2016"
"Bifidobacterium adolescentis","1680","Actinobacteria","Browne_2016"
"Alistipes finegoldii","214856","Bacteroidetes","Browne_2016"
"Bacteroides uniformis","820","Bacteroidetes","Browne_2016"
"Clostridium disporicum","84024","Firmicutes","Browne_2016"
"Clostridium perfringens","1502","Firmicutes","Browne_2016"
"Blautia obeum","40520","Firmicutes","Browne_2016"
"Mitsuokella jalaludinii","187979","Firmicutes","Browne_2016"
"Fusicatenibacter saccharivorans","1150298","Firmicutes","Browne_2016"
"Catenibacterium mitsuokai","100886","Firmicutes","Browne_2016"
"Ruminococcus gnavus","33038","Firmicutes","Browne_2016"
"Bacteroides finegoldii","338188","Bacteroidetes","Browne_2016"
"Bacteroides vulgatus","821","Bacteroidetes","Browne_2016"
"Roseburia hominis","301301","Firmicutes","Browne_2016"
"Bifidobacterium pseudocatenulatum","28026","Actinobacteria","Browne_2016"
"Hungatella hathewayi","154046","Firmicutes","Browne_2016"
"Blautia wexlerae","418240","Firmicutes","Browne_2016"
"Clostridium ventriculi","1267","Firmicutes","Browne_2016"
"Bacteroides xylanisolvens","371601","Bacteroidetes","Browne_2016"
"Flavonifractor plautii","292800","Firmicutes","Browne_2016"
"Eubacterium contortum","39482","Firmicutes","Browne_2016"
"Clostridium paraputrificum","29363","Firmicutes","Browne_2016"
"Clostridium symbiosum","1512","Firmicutes","Browne_2016"
"Clostridium clostridioforme","1531","Firmicutes","Browne_2016"
"Parabacteroides merdae","46503","Bacteroidetes","Browne_2016"
"Intestinibacter bartlettii","261299","Firmicutes","Browne_2016"
"Bacteroides caccae","47678","Bacteroidetes","Browne_2016"
"Prevotella copri","165179","Bacteroidetes","Browne_2016"
"Lachnospira pectinoschiza","28052","Firmicutes","Browne_2016"
"Clostridium baratii","1561","Firmicutes","Browne_2016"
"Fusicatenibacter sp. 2789STDY5834925","1806509","Firmicutes","Browne_2016"
"Anaerotruncus colihominis","169435","Firmicutes","Browne_2016"
"Bacteroides ovatus","28116","Bacteroidetes","Browne_2016"
"Eubacterium eligens","39485","Firmicutes","Browne_2016"
"Clostridium innocuum","1522","Firmicutes","Browne_2016"
"Eubacterium siraeum","39492","Firmicutes","Browne_2016"
"Abiotrophia defectiva","46125","Firmicutes","Lagier_2016"
"Acetobacter pasteurianus","438","Proteobacteria","Lagier_2016"
"Acidaminococcus fermentans","905","Firmicutes","Lagier_2016"
"Acidaminococcus intestini","187327","Firmicutes","Lagier_2016"
"Acidaminococcus massiliensis ","1852375","Firmicutes","Lagier_2016"
"Acidaminococcus timonensis","1871002","Firmicutes","Lagier_2016"
"Acinetobacter baumannii","470","Proteobacteria","Lagier_2016"
"Acinetobacter junii","40215","Proteobacteria","Lagier_2016"
"Acinetobacter lwoffii","28090","Proteobacteria","Lagier_2016"
"Acinetobacter pittii","48296","Proteobacteria","Lagier_2016"
"Acinetobacter radioresistens","40216","Proteobacteria","Lagier_2016"
"Acinetobacter septicus","465797","Proteobacteria","Lagier_2016"
"Acinetobacter towneri","202956","Proteobacteria","Lagier_2016"
"Acinetobacter ursingii","108980","Proteobacteria","Lagier_2016"
"Acinetobacter variabilis","70346","Proteobacteria","Lagier_2016"
"Actinobaculum massiliense","202789","Actinobacteria","Lagier_2016"
"Actinomyces bouchesdurhonensis","1852361","Actinobacteria","Lagier_2016"
"Actinomyces dentalis","272548","Actinobacteria","Lagier_2016"
"Actinomyces europaeus","66228","Actinobacteria","Lagier_2016"
"Actinomyces graevenitzii","55565","Actinobacteria","Lagier_2016"
"Actinomyces ihumii","1673722","Firmicutes","Lagier_2016"
"Actinomyces johnsonii","544581","Actinobacteria","Lagier_2016"
"Actinomyces naeslundii","1655","Actinobacteria","Lagier_2016"
"Actinomyces neuii","33007","Actinobacteria","Lagier_2016"
"Actinomyces odontolyticus","1660","Actinobacteria","Lagier_2016"
"Actinomyces oris","544580","Actinobacteria","Lagier_2016"
"Actinomyces phoceensis","1640686","Actinobacteria","Lagier_2016"
"Actinomyces polynesiensis","1325934","Actinobacteria","Lagier_2016"
"Actinomyces provencensis","1720198","Actinobacteria","Lagier_2016"
"Actinomyces radingae","131110","Actinobacteria","Lagier_2016"
"Actinomyces turicensis","131111","Actinobacteria","Lagier_2016"
"Actinomyces urogenitalis","103621","Actinobacteria","Lagier_2016"
"Adlercreutzia equolifaciens","446660","Actinobacteria","Lagier_2016"
"Aerococcus viridans","1377","Firmicutes","Lagier_2016"
"Aeromicrobium tamlense","375541","Actinobacteria","Lagier_2016"
"Aeromonas bestiarum","105751","Proteobacteria","Lagier_2016"
"Aeromonas caviae","648","Proteobacteria","Lagier_2016"
"Aeromonas enteropelogenes","29489","Proteobacteria","Lagier_2016"
"Aeromonas eucrenophila","649","Proteobacteria","Lagier_2016"
"Aeromonas hydrophila","644","Proteobacteria","Lagier_2016"
"Aeromonas jandaei","650","Proteobacteria","Lagier_2016"
"Aeromonas popoffii","70856","Proteobacteria","Lagier_2016"
"Aeromonas salmonicida","645","Proteobacteria","Lagier_2016"
"Aeromonas schubertii","652","Proteobacteria","Lagier_2016"
"Aeromonas veronii","654","Proteobacteria","Lagier_2016"
"Africanella massiliensis",NA,"Firmicutes","Lagier_2016"
"Aggregatibacter aphrophilus","732","Proteobacteria","Lagier_2016"
"Aggregatibacter segnis","739","Proteobacteria","Lagier_2016"
"Agrococcus casei","343512","Actinobacteria","Lagier_2016"
"Agrococcus jenensis","46353","Actinobacteria","Lagier_2016"
"Akkermansia muciniphila","239935","Verrucomicrobia","Lagier_2016"
"Alcaligenes faecalis","511","Proteobacteria","Lagier_2016"
"Alistipes finegoldii","214856","Bacteroidetes","Lagier_2016"
"Alistipes ihumii","1470347","Bacteroidetes","Lagier_2016"
"Alistipes indistinctus","626932","Bacteroidetes","Lagier_2016"
"Alistipes jeddahensis",NA,"Bacteroidetes","Lagier_2016"
"Alistipes massiliensis","265312","Bacteroidetes","Lagier_2016"
"Alistipes obesihominis","1118061","Bacteroidetes","Lagier_2016"
"Alistipes onderdonkii","328813","Bacteroidetes","Lagier_2016"
"Alistipes phoceensis",NA,"Bacteroidetes","Lagier_2016"
"Alistipes provencensis",NA,"Bacteroidetes","Lagier_2016"
"Alistipes putredinis","28117","Bacteroidetes","Lagier_2016"
"Alistipes senegalensis","1288121","Bacteroidetes","Lagier_2016"
"Alistipes shahii","328814","Bacteroidetes","Lagier_2016"
"Alistipes timonensis","1465754","Bacteroidetes","Lagier_2016"
"Alkalibacillus halophilus","368977","Firmicutes","Lagier_2016"
"Allisonella histaminiformans","209880","Firmicutes","Lagier_2016"
"Alloscardovia omnicolens","419015","Actinobacteria","Lagier_2016"
"Anaerococcus hydrogenalis","33029","Firmicutes","Lagier_2016"
"Anaerococcus jeddahensis",NA,"Firmicutes","Lagier_2016"
"Anaerococcus murdochii","411577","Firmicutes","Lagier_2016"
"Anaerococcus octavius","54007","Firmicutes","Lagier_2016"
"Anaerococcus prevotii","33034","Firmicutes","Lagier_2016"
"Anaerococcus provencensis","938293","Firmicutes","Lagier_2016"
"Anaerococcus rubiinfantis","1720199","Firmicutes","Lagier_2016"
"Anaerococcus vaginalis","33037","Firmicutes","Lagier_2016"
"Anaerofustis massiliensis",NA,"Firmicutes","Lagier_2016"
"Anaerofustis stercorihominis","214853","Firmicutes","Lagier_2016"
"Anaeroglobus geminatus","156456","Firmicutes","Lagier_2016"
"Anaeromassilibacillus senegalensis","1673717","Firmicutes","Lagier_2016"
"Anaerosalibacter bizertensis","932217","Firmicutes","Lagier_2016"
"Anaerosalibacter massiliensis","1347392","Firmicutes","Lagier_2016"
"Anaerosalibacter timonensis",NA,"Firmicutes","Lagier_2016"
"Anaerospora hongkongensis","244830","Firmicutes","Lagier_2016"
"Anaerostipes caccae","105841","Firmicutes","Lagier_2016"
"Anaerotruncus colihominis","169435","Firmicutes","Lagier_2016"
"Anaerotruncus massiliensis",NA,"Firmicutes","Lagier_2016"
"Anaerotruncus rubiinfantis","1720200","Firmicutes","Lagier_2016"
"Aneurinibacillus aneurinilyticus","1391","Firmicutes","Lagier_2016"
"Aneurinibacillus migulanus","47500","Firmicutes","Lagier_2016"
"Anoxybacillus flavithermus","33934","Firmicutes","Lagier_2016"
"Aquamicrobium lusatiense","89772","Proteobacteria","Lagier_2016"
"Arabia massiliensis","1870985","Actinobacteria","Lagier_2016"
"Arthrobacter agilis","37921","Actinobacteria","Lagier_2016"
"Arthrobacter albus","98671","Actinobacteria","Lagier_2016"
"Arthrobacter aurescens","43663","Actinobacteria","Lagier_2016"
"Arthrobacter castelli","271431","Actinobacteria","Lagier_2016"
"Arthrobacter cumminsii","156979","Actinobacteria","Lagier_2016"
"Arthrobacter gandavensis","169960","Actinobacteria","Lagier_2016"
"Arthrobacter ilicis","43665","Actinobacteria","Lagier_2016"
"Arthrobacter koreensis","199136","Actinobacteria","Lagier_2016"
"Arthrobacter luteolus","98672","Actinobacteria","Lagier_2016"
"Arthrobacter oxydans","1671","Actinobacteria","Lagier_2016"
"Arthrobacter parietis","271434","Actinobacteria","Lagier_2016"
"Arthrobacter pigmenti","271432","Actinobacteria","Lagier_2016"
"Arthrobacter polychromogenes","1676","Actinobacteria","Lagier_2016"
"Arthrobacter pyridinolis",NA,"Actinobacteria","Lagier_2016"
"Atopobium parvulum","1382","Firmicutes","Lagier_2016"
"Bacillus altitudinis","293387","Firmicutes","Lagier_2016"
"Bacillus amyloliquefaciens","1390","Firmicutes","Lagier_2016"
"Bacillus andreesenii","1325932","Firmicutes","Lagier_2016"
"Bacillus andreraoultii","1499685","Firmicutes","Lagier_2016"
"Bacillus aquimaris","189382","Firmicutes","Lagier_2016"
"Bacillus arsenicus","255247","Firmicutes","Lagier_2016"
"Bacillus badius","1455","Firmicutes","Lagier_2016"
"Bacillus baekryungensis","208200","Firmicutes","Lagier_2016"
"Bacillus bataviensis","220685","Firmicutes","Lagier_2016"
"Bacillus cereus","1396","Firmicutes","Lagier_2016"
"Bacillus circulans","1397","Firmicutes","Lagier_2016"
"Bacillus clausii","79880","Firmicutes","Lagier_2016"
"Bacillus coagulans","1398","Firmicutes","Lagier_2016"
"Bacillus cohnii","33932","Firmicutes","Lagier_2016"
"Bacillus endophyticus","135735","Firmicutes","Lagier_2016"
"Bacillus firmus","1399","Firmicutes","Lagier_2016"
"Bacillus flexus","86664","Firmicutes","Lagier_2016"
"Bacillus fordii","254759","Firmicutes","Lagier_2016"
"Bacillus galactosidilyticus","217031","Firmicutes","Lagier_2016"
"Bacillus gibsonii","79881","Firmicutes","Lagier_2016"
"Bacillus halodurans","86665","Firmicutes","Lagier_2016"
"Bacillus humi","263474","Firmicutes","Lagier_2016"
"Bacillus idriensis","324768","Firmicutes","Lagier_2016"
"Bacillus infantis","324767","Firmicutes","Lagier_2016"
"Bacillus jeddahensis","1461580","Firmicutes","Lagier_2016"
"Bacillus jeddahtimonensis",NA,"Firmicutes","Lagier_2016"
"Bacillus jeotgali","129985","Firmicutes","Lagier_2016"
"Bacillus koreensis","284581","Firmicutes","Lagier_2016"
"Bacillus kyonggiensis","1037680","Firmicutes","Lagier_2016"
"Bacillus lentus","1467","Firmicutes","Lagier_2016"
"Bacillus licheniformis","1402","Firmicutes","Lagier_2016"
"Bacillus litoralis","152268","Firmicutes","Lagier_2016"
"Bacillus marisflavi","189381","Firmicutes","Lagier_2016"
"Bacillus massilioamazoniensis",NA,"Firmicutes","Lagier_2016"
"Bacillus massiliogabonensis","1871011","Firmicutes","Lagier_2016"
"Bacillus massilionigeriensis","1805475","Firmicutes","Lagier_2016"
"Bacillus massiliosenegalensis","1287657","Firmicutes","Lagier_2016"
"Bacillus mediterraneensis","1805474","Firmicutes","Lagier_2016"
"Bacillus megaterium","1404","Firmicutes","Lagier_2016"
"Bacillus methylotrophicus","492670","Firmicutes","Lagier_2016"
"Bacillus mojavensis","72360","Firmicutes","Lagier_2016"
"Bacillus mycoides","1405","Firmicutes","Lagier_2016"
"Bacillus nealsonii","115979","Firmicutes","Lagier_2016"
"Bacillus niabensis","324854","Firmicutes","Lagier_2016"
"Bacillus niacini","86668","Firmicutes","Lagier_2016"
"Bacillus niameyensis","1522308","Firmicutes","Lagier_2016"
"Bacillus okuhidensis","136160","Firmicutes","Lagier_2016"
"Bacillus oleronius","38875","Firmicutes","Lagier_2016"
"Bacillus oshimensis","290588","Firmicutes","Lagier_2016"
"Bacillus pakistanensis","992288","Firmicutes","Lagier_2016"
"Bacillus phoceensis",NA,"Firmicutes","Lagier_2016"
"Bacillus pichinotyi","209462","Firmicutes","Lagier_2016"
"Bacillus pocheonensis","363869","Firmicutes","Lagier_2016"
"Bacillus pseudomycoides","64104","Firmicutes","Lagier_2016"
"Bacillus pumilus","1408","Firmicutes","Lagier_2016"
"Bacillus rubiinfantis","1499680","Firmicutes","Lagier_2016"
"Bacillus saudii",NA,"Firmicutes","Lagier_2016"
"Bacillus simplex","1478","Firmicutes","Lagier_2016"
"Bacillus siralis","77777","Firmicutes","Lagier_2016"
"Bacillus soli","220688","Firmicutes","Lagier_2016"
"Bacillus sonorensis","119858","Firmicutes","Lagier_2016"
"Bacillus subterraneus ","285983","Firmicutes","Lagier_2016"
"Bacillus subtilis","1423","Firmicutes","Lagier_2016"
"Bacillus testis","1622072","Firmicutes","Lagier_2016"
"Bacillus thermoamylovorans","35841","Firmicutes","Lagier_2016"
"Bacillus thuringiensis","1428","Firmicutes","Lagier_2016"
"Bacillus timonensis","1033734","Firmicutes","Lagier_2016"
"Bacillus touaregensis",NA,"Firmicutes","Lagier_2016"
"Bacillus vallismortis","72361","Firmicutes","Lagier_2016"
"Bacillus vietnamensis","218284","Firmicutes","Lagier_2016"
"Bacillus weihenstephanensis","1405","Firmicutes","Lagier_2016"
"Bacteroides bouchedurhonense",NA,"Bacteroidetes","Lagier_2016"
"Bacteroides caccae","47678","Bacteroidetes","Lagier_2016"
"Bacteroides cellulosilyticus","246787","Bacteroidetes","Lagier_2016"
"Bacteroides clarus","626929","Bacteroidetes","Lagier_2016"
"Bacteroides congolense",NA,"Bacteroidetes","Lagier_2016"
"Bacteroides coprocola","310298","Bacteroidetes","Lagier_2016"
"Bacteroides eggerthii","28111","Bacteroidetes","Lagier_2016"
"Bacteroides finegoldii","338188","Bacteroidetes","Lagier_2016"
"Bacteroides fragilis","817","Bacteroidetes","Lagier_2016"
"Bacteroides graminisolvens","477666","Bacteroidetes","Lagier_2016"
"Bacteroides intestinalis","329854","Bacteroidetes","Lagier_2016"
"Bacteroides massiliensis","204516","Bacteroidetes","Lagier_2016"
"Bacteroides mediterraneense",NA,"Bacteroidetes","Lagier_2016"
"Bacteroides neonati","1347393","Bacteroidetes","Lagier_2016"
"Bacteroides nordii","291645","Bacteroidetes","Lagier_2016"
"Bacteroides ovatus","28116","Bacteroidetes","Lagier_2016"
"Bacteroides phoceense",NA,"Bacteroidetes","Lagier_2016"
"Bacteroides salyersiae","291644","Bacteroidetes","Lagier_2016"
"Bacteroides stercoris","46506","Bacteroidetes","Lagier_2016"
"Bacteroides thetaiotaomicron","818","Bacteroidetes","Lagier_2016"
"Bacteroides timonense","1470345","Bacteroidetes","Lagier_2016"
"Bacteroides uniformis","820","Bacteroidetes","Lagier_2016"
"Bacteroides vulgatus","821","Bacteroidetes","Lagier_2016"
"Bacteroides xylanolyticus","384636","Bacteroidetes","Lagier_2016"
"Barnesiella intestinihominis","487174","Bacteroidetes","Lagier_2016"
"Bartonella vinsonii","33047","Proteobacteria","Lagier_2016"
"Beduinella massiliensis",NA,"Firmicutes","Lagier_2016"
"Beduini massiliensis","1585974","Firmicutes","Lagier_2016"
"Bhargavaea cecembensis","394098","Firmicutes","Lagier_2016"
"Bifidobacterium adolescentis","1680","Actinobacteria","Lagier_2016"
"Bifidobacterium angulatum","1683","Actinobacteria","Lagier_2016"
"Bifidobacterium animalis","28025","Actinobacteria","Lagier_2016"
"Bifidobacterium bifidum","1681","Actinobacteria","Lagier_2016"
"Bifidobacterium breve","1685","Actinobacteria","Lagier_2016"
"Bifidobacterium catenulatum","1686","Actinobacteria","Lagier_2016"
"Bifidobacterium dentium","1689","Actinobacteria","Lagier_2016"
"Bifidobacterium longum","216816","Actinobacteria","Lagier_2016"
"Bifidobacterium pseudocatenulatum","28026","Actinobacteria","Lagier_2016"
"Bifidobacterium saeculare ","78257","Actinobacteria","Lagier_2016"
"Bifidobacterium scardovii","158787","Actinobacteria","Lagier_2016"
"Bilophila wadsworthia","35833","Proteobacteria","Lagier_2016"
"Bittarella massiliensis","1720313","Firmicutes","Lagier_2016"
"Blautia coccoides","1532","Firmicutes","Lagier_2016"
"Blautia hydrogenotrophica","53443","Firmicutes","Lagier_2016"
"Blautia massiliensis","1737424","Firmicutes","Lagier_2016"
"Blautia phoceensis",NA,"Firmicutes","Lagier_2016"
"Blautia producta","33035","Firmicutes","Lagier_2016"
"Blautia timonensis","1805476","Firmicutes","Lagier_2016"
"Bordetella bronchiseptica","518","Proteobacteria","Lagier_2016"
"Bordetella trematum","123899","Proteobacteria","Lagier_2016"
"Brachybacterium massiliense","1755098","Actinobacteria","Lagier_2016"
"Brassicibacter mesophilus","745119","Firmicutes","Lagier_2016"
"Brevibacillus agri","51101","Firmicutes","Lagier_2016"
"Brevibacillus brevis","1393","Firmicutes","Lagier_2016"
"Brevibacillus choshinensis","54911","Firmicutes","Lagier_2016"
"Brevibacillus formosus","54913","Firmicutes","Lagier_2016"
"Brevibacillus laterosporus","1465","Firmicutes","Lagier_2016"
"Brevibacillus parabrevis","54914","Firmicutes","Lagier_2016"
"Brevibacterium casei","33889","Actinobacteria","Lagier_2016"
"Brevibacterium celere","225845","Actinobacteria","Lagier_2016"
"Brevibacterium halotolerans","260554","Actinobacteria","Lagier_2016"
"Brevibacterium luteolum","199591","Actinobacteria","Lagier_2016"
"Brevibacterium massiliense","479117","Actinobacteria","Lagier_2016"
"Brevibacterium otitidis","53364","Actinobacteria","Lagier_2016"
"Brevibacterium paucivorans","170994","Actinobacteria","Lagier_2016"
"Brevibacterium phoceense",NA,"Actinobacteria","Lagier_2016"
"Brevibacterium pityocampae","506594","Actinobacteria","Lagier_2016"
"Brevibacterium ravenspurgense","479117","Actinobacteria","Lagier_2016"
"Brevibacterium senegalense","1033736","Actinobacteria","Lagier_2016"
"Brevundimonas diminuta","293","Proteobacteria","Lagier_2016"
"Butyricimonas phoceensis",NA,"Bacteroidetes","Lagier_2016"
"Butyricimonas timonensis",NA,"Bacteroidetes","Lagier_2016"
"Butyricimonas virosa","544645","Bacteroidetes","Lagier_2016"
"Caecumella massiliensis",NA,"Firmicutes","Lagier_2016"
"Campylobacter coli","195","Proteobacteria","Lagier_2016"
"Campylobacter concisus","199","Proteobacteria","Lagier_2016"
"Campylobacter gracilis","824","Proteobacteria","Lagier_2016"
"Campylobacter jejuni","197","Proteobacteria","Lagier_2016"
"Campylobacter showae","204","Proteobacteria","Lagier_2016"
"Campylobacter ureolyticus","827","Proteobacteria","Lagier_2016"
"Capnocytophaga gingivalis","1017","Bacteroidetes","Lagier_2016"
"Capnocytophaga granulosa","45242","Bacteroidetes","Lagier_2016"
"Capnocytophaga ochracea","1018","Bacteroidetes","Lagier_2016"
"Capnocytophaga sputigena","1019","Bacteroidetes","Lagier_2016"
"Carnobacterium divergens","2748","Firmicutes","Lagier_2016"
"Carnobacterium maltaromaticum","2751","Firmicutes","Lagier_2016"
"Carnobacterium mobile","2750","Firmicutes","Lagier_2016"
"Casaltella massiliensis","938278","Firmicutes","Lagier_2016"
"Catabacter hongkongensis","270498","Firmicutes","Lagier_2016"
"Catenibacterium mitsuokai","100886","Firmicutes","Lagier_2016"
"Cedecea lapagei","158823","Proteobacteria","Lagier_2016"
"Cedecea neteri","158822","Proteobacteria","Lagier_2016"
"Cellulomonas flavigena","1711","Actinobacteria","Lagier_2016"
"Cellulomonas hominis","156981","Actinobacteria","Lagier_2016"
"Cellulomonas timonensis","1689271","Actinobacteria","Lagier_2016"
"Cellulosimicrobium cellulans","1710","Actinobacteria","Lagier_2016"
"Cerasibacillus quisquiliarum","227865","Firmicutes","Lagier_2016"
"Christensenella massiliensis","1805714","Firmicutes","Lagier_2016"
